NOT,NOT,"@USER Ντροπή σου, ειλικρινά ντροπή σου. Σε λυπάμαι σαν άνθρωπος πρέπει να είσαι πολύ δυστυχισμένο πλάσμα"
OFF,NOT,@USER Είσαι και χοντρή!
NOT,NOT,οι αντρες που τα εχουν με 5 ταυτοχρονα ειναι πιο ευτυχισμενοι
NOT,NOT,'Η Άννα τι ρόλο βαράει; Που μιλάει και μετά τσιμπάει τα χείλη και γέρνει κεφάλι..what''s her problem; #GNTMgr'
OFF,NOT,'@USER Ήξερε τι σπάσιμο στο παπάρι του θα πέσει και γι''αυτό δε παρουσίαζε τόσο καιρό γυναίκα μάλλον!'
NOT,NOT,Σωστός ο Κερεμ Καλά του τα λεει #kokkinopotami
OFF,OFF,@USER Μουνι τον έκανε τον καφέ
OFF,OFF,ΔΕΝ ΣΕ ΚΑΤΑΛΑΒΕΝΩ ΓΙΑΤΗ ΔΕΝ ΜΕ ΔΙΝΕΙς ΔΩΣΕ ΜΕ ΝΑ ΣΕ ΒΟΗΘΩ ΤΙ ΧΑΖΗ ΕΙΣΑΙ ΤΙΣ ΤΟ ΔΙΑΟΛΟ
NOT,NOT,Ηρθα κι εγω μετα απο καιρο εμαθα εχει τα τοπ νουμερα !#ShoppingStar
NOT,NOT,Πάνω που είδε και η Αντιγόνη χαρά στα σκέλια της της το χαλάσανε.... #erwtasmeta
NOT,NOT,Πέρασε η Ασημινα που ήταν εκτός κονσεπτ #GNTMgr
OFF,NOT,#gntmgr ΜΕ ΟΛΑ ΤΑ ΠΟΥΛΙΑ ΤΑ ΠΑΕΙ ΚΑΛΑ
NOT,NOT,"#gntmgr η Κάτια θέλει να μας πείσει ότι κλαίει επειδή φεύγει η Σουζανα, και όχι γιατί πάλι κάτι σκέφτηκε άλλο για να κλάψει.για Όσκαρ το κορίτσι μπράβο"
NOT,NOT,@USER Θα την θυμούνται σαν το απόλυτο πολύμπριζο. #GNTMgr
NOT,OFF,"Μωρή τρελλή , μωρή ζουρλή , μωρή κομμουνισμένη"
NOT,NOT,Μαγκας εισαι ρε Γιουσουφ και μπραβο σου για αυτα που λες #SurvivorGR
OFF,NOT,@USER Να φύγουν. Αυτοί δεν είναι πρόσφυγες.
NOT,NOT,Σάκη πες ότι άλλαξες γνώμη και σπρώχνεις το παιδάκι στη Παπαρίζου και άσε τις παπάτζες... #TheVoiceGR
OFF,NOT,Το Γωγουλίνι ντεκαυλέ μια ζωή #shoppingstar
NOT,NOT,"Κοιτά να είσαι εκεί στη στιγμή,να τη ζήσεις, να την ρουφηξεις, να την κλέψεις απ’ το παρόν πριν γίνει χθες"
NOT,OFF,#GNTMgr -μ αυτο το αουτφιτ εχω ξετρελαθει θα το φορεσω στην πρωτη ευκαιρια -πότε; -το μηνα που δεν εχει Σαββατο
NOT,NOT,Η Έλλη κλασσικά σκέφτεται το horse riding #GynaikaXwrisOnoma
OFF,OFF,Αντε σιχαμα ρατσιστομουτρα κοιταχτε μαλακες νο 2
NOT,NOT,@USER Φαίνεται από τον τρόπο σκέψης σου ότι είσαι αμερικανάκι. Καλή επιτυχία στο nba.
NOT,NOT,μουσικη θριλερ... τι θα γινει; θα βγει η μαρτινα με τον μπαλντα; #gntmgr
NOT,OFF,η αδερφή μου βόλτα μέχρι τη θάλασσα και εγώ βόλτα στο κωλοχωρι να πουμε....
NOT,NOT,Ελευθερία και αγκαλιά στην Σουζανα. Εγώ ουτε ΓΕΙΑ θα της έλεγα #gntmgr
NOT,NOT,"Και το Μπογδάνο υποψήφιος με την #ΝΔ_ξεφτιλες . Ε βέβαια, τώρα με 10 μονάδες διαφορά δεν χρειάζεται να κρυβόμαστε ποιοι είμαστε..."
NOT,NOT,"Κάθε φορα που διαβάζω το κράξιμο που πέφτει λόγω του Λιακ στο συγκρότημα, λυπάμαι απίστευτα τους άλλους δυο που τους παίρνει η μπάλα #XFactorGR"
NOT,NOT,"""@USER και να μας εξηγήσει κάποιος από τους #προδοτες, ΤΙ ΕΙΔΟΥΣ """"πόλεμος"""" μαίνεται στο #Πακισταν και τους θεωρούν """"μετανάστες""""... #prodotes #πρακτορες #λαθρομεταναστες #ψευδομεταναστες"""
OFF,OFF,"@USER μόνο εσύ μου έχεις βάλει τέτοιο δίλημμα; Είσαι περισσότερο μαλάκας ή φασίστας; Όποιος επιστήμονας μπορεί να βοηθήσει, παρακαλώ να σπεύσει."
OFF,OFF,"@USER Θα σου πω: γιατί είναι είναι μια ζαμπλουτη μούμια που τα έκανε πλακάκια με τον Τσιπρα. Και γιατί δε γουστάρω τη μούρη της και τον αέρα της ότι γαμαει και δέρνει. Που είμαστε τρύπιοι από παντού, μας πηδανε οι Τούρκοι και ο κωλος μας θέλει φραμπαλα με το αρχιλαμογιο την κότα-μποτοξ"
NOT,NOT,"Άρτεμη, βγαλε και μαστίγιο ! #shoppingstar"
NOT,NOT,Μιλτο σε κάνει οτι θέλει ο Ζαχαρωφ για μου φαίνεται;#kokkinopotami
NOT,NOT,Χθες ήταν oral στς 30 Ιουνίου θα είναι Anal. #ηρθε_και_ηταν_μεγαλη #ekloges2019 #ηρθε #ευρωεκλογές2019 - #ερχεται_ΠΟΥΤΣΑ ⬆️ - #ερχεται_ΚΑΡΑΠΟΥΤΣΑ ⬆️⬆️ - #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ ⬆️⬆️⬆️
OFF,NOT,Η γυναίκα έχει δύο αποστολές. Να ηρεμήσει τον άντρα της όταν είναι νευριασμένος και να τον νευριάσει όταν είναι ήρεμος...
NOT,NOT,Ο ορισμός της κακίας η Κατια #GNTMgr
NOT,NOT,Ποια είναι καλύτερη λήψη; #gntmgr
OFF,OFF,Τα ρουχα μωρη Γωγω τα αφηνεις με τα ταμπελακια γιατί τα επιστρεφεις αφου τα φορεσεις μωρη τσίπισσα.#shoppingstar
NOT,NOT,"@USER Επίσης, την εξουσία δεν την ερμηνεύω εγώ. Υπάρχει και είσαι μέρος του μηχανισμού της και ως τέτοιο κρίνεσαι. Και είναι αστείο να θεωρείς ότι ο δημοσιογράφος είναι η εξουσία και το πολιτικό προσωπικό... η αντίσταση."
NOT,NOT,-κωνσταντινα τι σκεφτοσουν στη φωτογραφια; -τη κατια να αποχωρει και γω να της λεω bye bitch! #gntmgr
NOT,NOT,Η Κάτια από στρίγγλα σε αρνάκι μέσα σε ένα επεισόδιο! Χεστηκε πάνω της η πραγματική κότα του σημερινού επεισοδίου! #gntmgr
NOT,NOT,"@USER Πές τα Εύα, είσαι παλληκάρι!"
NOT,NOT,"Η μόνη σοβαρή στο #XFactorGR, η Βανδη."
NOT,NOT,#XFactorGR εξαιρετικά επιλογή τραγουδιού για τη Ζωή Μισέλ
OFF,OFF,"'Άκου εδώ μαλάκα η Αλβανία στοχοποιεί κ κυνηγάει τους Έλληνες της Β.Ηπείρου αρνείται να πάρει ''''πρόσφυγες'''' ,υποβλέπει εδάφη γειτόνων της Τις μαλακίες σου να τις πείς στα πατριωτάκια σου όχι εδώ'"
NOT,NOT,πετρες πηρε η αλλη απο τη Μύκονο λες και πηγε στη σουμελα για προσκύνημα #gntmgr
NOT,NOT,Αα Λιβιερατος! Δε με χαλάει! Ακόμη θυμάμαι μια σειρά στον αντ1 ρομαντικη που έπαιζε! #kalytera
NOT,NOT,'Ειν'' αυτό τελικός; #masterchefgr #masterchefgr_xeftiles'
NOT,NOT,"""""""Όπου και να την έβαζα χαλιά θα τα πήγαινε"""" κδεξδι Κέισηηηη #GNTM #GNTMgr"""
NOT,NOT,"@USER Γκολφω, ψωμολυσα, ποια ψαλλιδα κλεινει ;Αφου νικατε Γκολφω! Τρελλαθηκες απο την πεινα και εισαι ηττοπαθης;"
NOT,NOT,Καλε πειτε οτι εχει τα μπεστ οφ #shoppingstar
OFF,OFF,"Ξεκαθαρα θα ειχε κανει ΜΑΛΑΚΙΑ η Ασημινα, θα ειπαν CUUUUUUT, και θα το ξαναγυρισαν #GNTMgr"
NOT,NOT,Έχει δίκιο ο Γιωργάκης πάντως..... #erwtasmeta
NOT,NOT,Μου είπε η γυναίκα μου μετά από τσακωμό εντάξει δεν ξαναμιλάω τώρα έχω φτάσει Θήβα για μια φρατζόλα ψωμί
OFF,OFF,@USER ΑΝΤΕ ΓΑΜΉΣΟΥ ΦΑΣΙΣΤΟΠΟΎΤΑΝΟ
NOT,NOT,Ο Μάστορας το πιάσε το νόημα με τα χαζοτραγουδα και γι αυτο θα κερδίσει. Ελπίζω με Γροση ή Παπατσακώνι #XFactorGR
NOT,NOT,@USER Ααααα μάλιστα είσαι απ αυτούς που δεν κόβουν αποδείξεις!Πες το μας ντε
NOT,NOT,Τι σπουδάζει η κουιν; #kalomesimeraki
OFF,OFF,@USER Πουτάνα δημιουργική ασάφεια πού είσαι όταν σε χρειάζομαι
OFF,OFF,@USER ΓΙΑ ΠΕΣΜΟΥ ΓΙΑ ΣΕΝΑ ΠΟΣΟ ΜΕΤΡΑ ΤΟ ΠΟΣΟ ΗΛΗΘΙΟΣ ΕΙΣΑΙ! ΓΙΑ ΝΑ ΜΠΩΡΕΙΣ ΝΑ ΛΕΣ ΟΤΙ Η ΗΛΗΘΙΟΤΗΤΑ ΕΧΕΙ ΜΕΤΡΟ! ΕΧΕΙΣ ΜΕΤΡΗΣΗ ΤΟΝ ΕΑΥΤΟ ΣΟΥ; ΠΩΣ ΜΠΩΡΕΙΣ ΝΑ ΚΡΙΝΕΙΣ ΕΜΕΝΑ;
NOT,NOT,#tatouaz Ορφέα δικός μας είσαι και εμείς είχαμε κάνει ψεύτικο προφίλ αλλά όχι για να σφάξουμε κάποιον
NOT,OFF,Είμαι γνωστός και ως ο μαλακας που δεν σηκώνει ποτέ το τηλέφωνο του.
NOT,OFF,Η πατριαρχίλα του Πανεπιστημίου Αθηνών ζέχνει ευθρασώς: Καμία γυναίκα Πρύτανης Και καθόλου γυναίκες στην παρούσα Πρυτανική Αρχή:
NOT,NOT,α ρε συ σκουλε καλαμπουρτζή. γελάσαμε πάλι #not #gntmgr
NOT,NOT,Αδιανόητο αυτο που βλεπω... Πολυ άδικο και για τα δυο κορίτσια. Αξίζουν να συνεχίσουν και οι δυο! Πιστεύω πως την πληρώνουν λόγο του Μιχάλη και ειναι ακομα πιο άδικο.. #XFactorGR
NOT,NOT,@USER Ας ξεκινήσουμε από το ότι υπάρχουν άνθρωποι που βλέπουν αυτόν τον κύριο κ της συγκεκριμένες εκπομπές. Όσο για τον Λιαγκα τι να πει κανείς
NOT,NOT,Ειπε. Ο αριστερος εκ σικαγο. Ο επιστημονας που χασκογελουσε οταν τα γεροντάκια εκλαιγαν εξω απ τις κλειστες τραπεζες. Ο υπουργος που καταφερε να χρεωσει τη χωρα σε ενα.6μηνο 100δις. Αλλα ειπαμε. Οι Σαμαροβενιζελοι φταινε #ΣΥΡΙΖΑ_ξεφτιλες
NOT,NOT,εκλαψα #poweroflovegr
NOT,NOT,@USER Τα λεωφορεία με τους ρομα μην ξεχάσετε σύντροφε αλλιώς θα είσαι εσύ και ο τζανακοπουλος μόνο
NOT,NOT,γιατί φοράνε μαύρες γραβάτες οι κριτές; Πενθούν τις μέχρι τώρα αποφάσεις τους; #MasterChefGR_Xeftiles #ΧρήστοςFTW
NOT,NOT,Δεν εχω χειροτερο απο αντρες-γυναικες κυανοκρανους. Που θελουν κ προσπαθουν να τα εχουν καλα με ολους. Δεν γινεται. Ουτε οι real κυανοκρανοι δεν το καταφερναν αυτο
NOT,NOT,Αυτή είναι η ακριβή συλλογή; Συγνώμη από μένα είναι ΌΧΙ #GNTMgr
NOT,NOT,Θέλω να κόψω τη γλώσσα της Κάτιας. #gntmgr
NOT,NOT,#kalytera έλα ναταλία παραδέξου το.. άστοχο το αστείο σου περί γιαγιάς και μην σου πω και κρύο
NOT,NOT,#kalytera τώρα θα πει για ΑΠΘ
NOT,NOT,Παλιά ωραία αυτοκρατορική Ρωσία πριν τον κομμουνισμό. Πώς να συγκριθούν αυτά τα κτίρια με τα τσιμεντένια μπλοκ; #kokkinopotami
NOT,NOT,Με λένε Λένα Ριζοπούλου κ ζω στην Αθήνα...αλλά χτενιζομαι στην Τζαμάικα... #TheVoiceGR
OFF,NOT,"@USER Ενώ εσείς εφαρμόσατε πρόγραμμα Θεσσαλονικης. Α ρε σύντροφε, βγες μια βόλτα στην Αθήνα να δεις ποσες φίλες και χοντρές θα μαζεψεις"
OFF,OFF,@USER γιαυτο επρεπε αν υπαρχει Συνταγματικο Δικαστηριο και η Δικαιοσυνη οι κεφαλες να βγαινουν ανεξαρτητες με κληρο ή ελεω παλαιοτητας.Εδω ΕΒΖ με τροπολογια απαλλαξαν την διοικηση ποιος θα τα πληρωσει τα φεσια;εσυ και εγω οι μαλακες ..δεν αλλαζει ο Ελληνας μυαλο παει τελειωσε
OFF,NOT,Άμα είσαι ΕΓΩΙΣΤΗΣ και Σκατοψυχος.... Έλεος...
OFF,OFF,@USER Λεγε τα πράγματα έτσι όπως είναι μουνοπανο.... Έκατσε και σε περίμενε 4 μήνες να βγεις και το αποτέλεσμα ήταν να την αφήσεις επίδει νόμιζεις ότι είσαι διάσημος... Παπαρια είσαι.. Πρέπει να ντρέπεσαι που λες ότι είσαι από την Κάλυμνο.....
NOT,NOT,'Και το πιο ωραίο είναι ότι οι περισσότερες απ'' αυτές τώρα μας διαβάζουν γιατί τα γυρίσματα έχουν ήδη γίνει... #gntmgr'
OFF,NOT,#GNTMgr Ειρωνική και απαξιωτική εκεί που την παίρνει... Γλυκούλα και γλυφτρόνι εκει που θέλει! (δες επιτροπή)! ΌΧΙ ΚΑΤΙΑ ΜΟΥ... ΔΕ ΠΑΕΙ ΕΤΣΙ!
NOT,NOT,"Και που το εξήγησες Τερζόπουλε, νομίζεις κατάλαβε; #poweroflovegr"
NOT,NOT,@USER Εισαι διχασμένη προσωπικότητα; Μ αρέσει.
NOT,NOT,#kalytera Τουτουνζη γυναικαρα!
OFF,NOT,@USER Εσύ ποτέ θα αποφασίσεις να γίνεις δημοσιογράφος και να μην είσαι ο ξεφτιλισμενος των αφεντικών σου;
NOT,NOT,Φουλ ψεμα η μαρτινα #gntmgr
NOT,NOT,"Και όσο εμείς ασχολούμαστε με τις #εκλογες: η εισροή παράνομων μεταναστών στην #Ελλαδα την προηγούμενη εβδομάδα παρουσίασε αύξηση 32,5%, ενώ οι μεταφορές προσφύγων μεταναστών στην ενδοχώρα ήταν αυξημένες κατά 82,3%! / #ευρωεκλογες #μεταναστες #προσφυγες"
NOT,NOT,"""""""Το θεμα του πλατού"""" λεει και σπάω το λάπτοπ #gntmgr"""
NOT,NOT,#xfactorgr αυτό το τραγούδι πηγαίνει περισσότερο στη Λίλα από αυτό που είπε στο διαγωνιστικό κομμάτι
NOT,NOT,Μου έχει ΛΑΤΡΕΜΕΝΟ Τάσο Ξιάρχο το #mesanyxta μετά το #erwtasmeta απέναντι σε μανουλομάνουλο Γιάννη Κουκουράκη του #the2nightshow μετά τις #agriesmelisses ; ΓΙΑΤΙ ΜΟΥ ΤΑ ΚΑΝΕΤΕ ΑΥΤΑ;
NOT,NOT,Καταργείται το αυτεπαγγελτο θεσμοθετείται το αυτασφαλιστο #ΝΔ_θελατε #noor1
OFF,OFF,οδηγουσα και επεσα σε μια λακκουβα με λασπες και δίπλα ακριβως ηταν ενα μηχανάκι και το εκανα πουτάνα... τουλαχιστον το ειχα βάλει στόχο.
NOT,NOT,"""Το αφήγημα κατέρρευσε Ο Χατζηδάκης ομολόγησε: """"Οι παρεμβάσεις από την #κυβέρνηση_τσιρκο για τη διάσωση της ΔΕΗ έχουν κόστος για τους καταναλωτές, θα δουν φουσκωμένους λογαριασμούς"""" #ΝΔ_θελατε #ΝΔ_απατεωνες via @USER"""
NOT,OFF,"Κυριακή πρωί και βλέπεις ιστορίες από μπουζούκια, ντυσίματα, αμάξια κτλ. Χαλαρώστε μαλακες, δεν έχετε κάνει κάτι σοβαρό"
NOT,OFF,Όλοι μπορούν να τα πούνε με μια #gntmgr
NOT,NOT,"@USER Δεν χρειάζεται. Έχουμε καταλάβει από την μέχρι τώρα πολιτική σας . Το σχέδιο φορολογουμε ότι υπάρχει και τα μοιράζουμε στα παιδιά μας και σε μέσω ΚΈΑ στους ρομά, μετανάστες κι αν περισσέψει σε κάνα κορόιδο ΤΕΛΕΙΩΣΑΤΕ ."
NOT,NOT,@USER Βρήκα ποια αντιμετώπιση αρμόζει στον @USER των #syriza_xeftiles έπειτα του εκλογικού αποτελέσματος της Κυριακής! #Έρχεται_ΠΟΥΤΣΑ
NOT,NOT,Λιλιαν είσαι για λύπηση αλήθεια #gynaikaxwrisonoma
NOT,NOT,#gntmgr. Αυτά είπες για όλο το θέμα κυρα Βίκυ οκ
OFF,NOT,@USER α είσαι και χοντρή; όλα τα κακά σε σένα ρε παιδί μου
NOT,NOT,"Ωχ, τον Τσαλίκη έχει...Πάω σούπερ μάρκετ. Καλό Σαββατοκύριακο σε όλους. #kalomesimeraki"
OFF,OFF,Ώρα να πρήξω όσα αρχιδια μπορούν να πρηστουν για να πάμε θάλασσα ‍️
NOT,NOT,Μια μικρή υπενθύμιση στη Κάτια που δεν κάνει Bullying #GNTMgr
NOT,NOT,"""Δεν χάσαμε τις εκλογές επειδή ηττηθήκαμε εμείς αλλά επειδή νίκησαν οι άλλοι. """"Είχαμε μια απώλεια 200.000 ψήφων από τις προηγούμενες ευρωεκλογές. Δεν είναι υπερβολικό. Το πρόβλημα είναι ότι αυξήθηκε το ποσοστό των αντιπάλων μας."""" Σε ποιο ΟΜΟ τον βρήκατε, ρε; #ΣΥΡΙΖΑ_ξεφτιλες"""
NOT,NOT,Αμάν βρε Ασημινα πίσω απο το χωράφι έλεος #gntmgr
NOT,NOT,Μαζί σου πάντα γιατί είσαι πρώτα απ όλα αυθεντικός.! Πάμε δυνατά όπως πάντα.! Καλημέρα κόσμε
NOT,NOT,"Αντρέα τι έπαθες;τίποτα Ρενακι,να πέρσυ πήγα στο dancing with the stars, έπεσα το έκανα μία επέμβαση και τώρα υποτροπιάσε #GynaikaXwrisOnoma"
OFF,NOT,Μαρι Σουζανα και μιση ωρα να σου εδιναν παλι το ιδιο ξυλαγγουρο θα ησουν. Τοσα χρονια εχει επαναπαυθει στο ωραιο της κορμι και ξερει μονο να επαναλαμβάνει τρεις ξερες ποζες #GNTMgr
NOT,NOT,2 φωτογραφίσεις σημερα; Πολλή κούραση #gntmgr
NOT,NOT,Καλά πολύ στενοχωρήθηκαν οι δήθεν κολλητούλες #GNTMgr
NOT,NOT,"Λοιπον παιδια οποιος θελει να εμψυχωσει καποιον απο δω και περα θα του λεει εισαι ο χειροτερος,και τελος. Εεε ρε τρελα #survivorgr"
OFF,OFF,Άντε πουτάνες.
NOT,NOT,Καλε ποτε πρόλαβε κ της τον έβαλε ήμαρτον #erwtasmeta
OFF,OFF,"@USER α στο διάολο και δούλευα στον δολ και δεν τον ήξερα, βέβαια στις καλές εποχές η μισή Αθήνα εκεί ήτανε αλλά και πάλι... έχει ακάουντ εδωμέσα; για πόσο τεράστιο μαλάκα μιλάμε;"
OFF,NOT,"Το ακροδεξιό σκουπίδι παραδέχεται ότι η Νέα Δημοκρατία θα παρεμβαίνει απροκάλυπτα στη δικαιοσύνη, την οποία τάχα τη θέλει ανεξάρτητη... Τι να περιμένεις από το μούλικο της 21ης Απριλίου; Από αυτό το μυγόχεσμα των συνταγματαρχών; #ΝΔ_ξεφτιλες"
NOT,OFF,"Oι γυναικες ειναι σαν τα πλακακια: Αν τις στρωσεις σωστα απο την αρχη, μπορεις να πατας πανω τους για μια ζωη!"
OFF,NOT,Η σπυριδουλα παντως είναι μέσα στο κέφι ούτε το άγχος του τελικού την πιάνει ούτε τίποτα άμα είσαι βύσμα τελικά όλα καλά πάνε #masterchefgr_Xeftiles #masterchefgr
NOT,NOT,#survivor νικο εισαι πολυ παλτο
OFF,NOT,#MasterChefGR_Xeftiles Αμέ στον αγύριστο με τα μαγειρέματα σας....η ντροπή της τηλεόρασης φέτος... ξεφτίλα
NOT,NOT,"@USER Αν μέρει συμφωνώ. Όμως, σήμερα στην Τουρκία κατοικούν πάνω από 30 εκατομμύρια εξισλαμισμένοι Έλληνες. Επίσης, οι 600 χιλιάδες μουσουλμάνοι που αντηλλάγησαν με την συνθήκη της Λωζάνης, ήταν 100% εξισλαμισμένοι Έλληνες αφού, οι λίγοι Τούρκοι είχαν ήδη φύγει με τους πολέμους."
NOT,NOT,@USER Αυτοί που κάθονται με τα ρόπαλα πίσω από τον Τσουκαλά σε κάθε παιχνίδι και απειλούν διαιτητές στα σπίτια τους. Δεν έχουν λεφτά πια οι Αγγελόπουλοι και δε στο λένε και κάνουν δήθεν ηρωισμούς. Και αν δεν το βλέπεις είσαι πιο κουτός και από τα λάχανα.
NOT,NOT,Όχι ..... ένα μπράβο θα πρέπει να το πω στον ευφάνταστο και δημιουργικό αρτοπαρασκευαστή για το καινούργιο προϊόν #Eleni #gntmgr #globetrottersgr
NOT,NOT,@USER Έχει τραβηχτικο αυτή η γυναικα
NOT,OFF,"Πέρασαν σχεδόν 6 μήνες, φίλε μου κι όμως, δεν νιώθω μόνη μου ούτε στιγμή, σαν να είσαι εδώ και να με αγκαλιάζεις. Πάντα θα σε αγαπάω και θα μου λείπεις. Είθε να αναπαύεσαι γαλήνια. Είσαι, πλέον, αιώνιος.️"
NOT,NOT,εγω Βικυ θα εκανα αρση ασυλιας επι τοπου (ελλαδα ειμαστε λεμε ξελεμε) κ θα την εδιωχνα με συνοπτικές διαδικασιες #GNTMgr
NOT,NOT,"@USER Τα αγόρια ναι, οι άντρες βλέπουν #gntmgr"
OFF,OFF,#AgriesMelisses μωρή Μυρσίνη ο αντρας σου ψοφολογα κι εσύ ξεματιζεσαι!
NOT,NOT,"Silver alert: Εμφανίστηκε ο Ραπιδης,ευχαριστούμε πολύ για τη βοήθεια όλων σας #ερχεται_ΠΟΥΤΣΑ"
NOT,NOT,@USER Εσύ ΑΝΕΛ είσαι;
OFF,OFF,"7 αχρωμα - σόλο μέσα, κούπες απλές - με σκισανε. 7 καρα - σόλο μέσα. Γαμώ το ΠΑΣΟΚ, τους λέω, με γαμησατε ρε πουστηδοι! Το ΠΑΣΟΚ σου έδωσε να φας, μου λέει ο Μάκης. Τράβα γαμησου κι εσύ, θα ψηφίσω Κούλη, του λέω. Άφησα 30 ευρώ κι έφυγα."
NOT,NOT,"Γιατί επέμενες να σηκωθεί η Εύα , ενώ προσφέρθηκε ο Πάνος ; Άσε μας κοπέλα μου ! Πες «Αυτή είμαι ! Δεν τη γούσταρα την ασχετη , που μπήκε σφήνα ενώ είχαμε βγάλει δεκάδα και δεν είχε ιδέα από μαγειρική !» Τουλάχιστον θα είσαι ειλικρινής μ τ εαυτό σου ! #starkoukou"
OFF,NOT,To tl μου σήμερα στο Facebook: « υπερβολικό το άρθρο που λέει ότι οι γυναίκες υφίστανται παρενόχληση στην Ελλάδα» «Άσχετος χύνει φοιτήτρια στην πλάτη σε βιβλιοθήκη».
NOT,NOT,Ωχ! Αύριο θα βρουν το πτώμα της Άννας! Τώρα θα έχουμε τα καλά! #erwtasmeta
NOT,NOT,"Ελλη, μηπως να το ξανασκεφτεις για το Χατζη; Γιατι οι γυναικες επιλεγουν συντροφο με βαση τον πατερα τους.... #GynaikaXwrisOnoma"
NOT,OFF,Άφωνος ο Νίκος Μουτσινάς με την Μαρία Ηλιάκη! «Άμα δεν το βαφτίσω θα σας κάψω ζωντανούς» #kalomesimeraki #μουτσινας
NOT,NOT,Εθνική μας Μάνα γύρνα πίσω η έστω τηλέφωνα.. Κοίτα τι σου βρήκα από παλιό περιοδικό στης μάνας μου το σπίτι.. @USER #gynaikaxwrisonoma μα κοιτάξτε εδώ ομορφιά!
NOT,NOT,"Απολύτως κατανοητή η αντίδραση κατοίκων των Γιαννιτσών μπρος στον κίνδυνο να ομορφύνει λίγο μια από τις πιο άσχημες πόλεις της Ελλάδος από πρόσφυγες που προέρχονται από την Συρία, χώρα γεμάτη πόλεις με βαρβαρικά ονόματα όπως Λαοδικεία (Λατάκια) ή Βέροια (το Χαλέπι) #proudlyidiots"
OFF,OFF,Άννα 19 καριολα έγινε Άννα Μαρία 18 θεότητα. ε όχι ιεροσυλία #gntmgr
NOT,NOT,Ζω για τις ατάκες Μαρίας και Άννα-Μαρίας! #Gntm #gntmgr #gntm2019 #gntm2
OFF,OFF,"Μαρή Ανέτ,θα μας κάψεις! Θέλει η πουτανα να κρυφτεί και εσύ δεν την αφήνεις! #AgriesMelisses"
NOT,NOT,ΕΙΣΑΙ ΓΥΝΑΙΚΑ ΑΣΩΤΗ - ΣΤΕΛΛΑ ΧΑΣΚΙΛ
