OFF,NOT,@USER Fatih Hoca en az 2 forvet lazım diyor baskan olursa olur olmazsa Eren yeter diyor sen hala başımızda Fatih Terim var diosun sakamisin
NOT,NOT,"@USER @USER @USER Hangi uluslararası hukukmuş bu, Kürt halkı teroristtir diyen?"
NOT,NOT,@USER Trezegueti adını duyunca kafamın içinde Azer babadan illede sen çalıyo
NOT,NOT,pepenin bence şu an tek eksiği bitirici özelliğinin çok iyi olmaması yoksa bize şu an üç tane gol sallamıştı tek başına
NOT,NOT,@USER Amin amin ecmain insallah hayırlı sabahlar hayırlı cumalar
NOT,NOT,Karşındakinin  zorlukları aşmak istemeyip en başta terkedilme şoku....
OFF,NOT,"@USER Saygıdeğer, Eşşoğlu eşşek, öküzoğlu öküz, insan müsveddesi BBC Türkçe çalışanları;    Nasılsınız?   Umarım iyi değilsinizdir.   Allah hepinizi bildiği gibi yapsın,gün yüzü göstermesin İnşAllah.      Not: Fikir zenginliği ortamı oluşturacak şekilde saygılarımı sundum, duâlarımı ettim   #ODTÜ"
NOT,NOT,'@USER Irak''ta uluslar arası bir firmanın yönetiminde olan bir arkadaşım iki hafta önce ABD ırakı boşaltıyor   Irak hükümeti acil olarak s400 siparişi verecek İran savaşı her an başlaya bilir diye konuştuk şuan ofisi kapatıp güvenli bölgeye geçtiler Bağdat''a oldukça karışık'
NOT,NOT,"@USER Hicbir şeye cesaret edemeyenhicbir şeye ümit beslemesin, Schiller"
NOT,NOT,Bunun bana mutluluk mu verdiğini sanıyorlar hep bunu sormak istemişimdir ama sadece onların mutsuzluğuna sebep olmaktan her zaman kacmısımdır onlarada sormadan sadece gözlemlemem bana yettiğini bilmiyorlar
NOT,NOT,düşünsene evleniyosun çocuğun oluyor büyütüyosun yetiştiriyosun sonra çocuğun gidip sevgilisiyle ortak sosyal medya hesabı    açıyor...
NOT,NOT,@USER  Tecrübeli satış elemanı arayan mağazalara eski dostlarımın ismini veriyorum. Gerçekten satış konusunda çok tecrübeliler.
NOT,NOT,"@USER Tam set kardesim iki tane alirsan da orjinal(!) zippo cakmak hediye ediyorum, lan hatunun birine yuruyorum iste caktirmasana"
OFF,NOT,@USER Size yatırım yaptığım güne nalet olsun bir utanmadan açıklama yapar gibi dalga geçiyorsunuz
NOT,NOT,@USER Slm şişli civarı tanişabileçegim BAYAN ARKADAŞLAR ARIYORUM (YERİM VAR TEL:0552.406.06.95)
NOT,NOT,kulaklarımdaki kelebek çığlıklarını kimse işitmesin*
NOT,NOT,@USER Elbette ama ....ama işte...düşündürüyor çok
OFF,NOT,Abimin vıcık vıcık ilişkisini görünce ilişkilerden soğuyorum. Canım cicim bu ne
OFF,NOT,Kedimiz ve köpeklerimiz için kaplarına süt dökmüştüm.dökülmüş görünce salağın biri sütü dökmüş dedim tamamen hayvanlardan bahsediyordum.babam yüzüme bakıp ben döktüm ayağım çarptı dedi :( keşke bana çarpsaydı muhterem babacığım
OFF,NOT,"@USER @USER İkiside Türk olmadığı için, dikimizde değil 😁 Türk olmayan phjniçlerin, Türk Vatanı hakkında yorum yapmaları kadar aptalça bir durum yok 😁"
NOT,NOT,Trabzon gol atti ya 3 u kesin yer simdi
NOT,NOT,@USER O da mümkün tabi de beni çok sinir ediyo o tarz videolar 🤣
NOT,NOT,@USER Çok güzel olmuş    Ellerine sağlık🤗🌼
NOT,NOT,Sabah sabah annemle babam iddaya girmişler elif kahvaltıya kalkar mı kalkamaz mı diye babam kalkar demiş annem kalkmaz 100 lirasına ikiside odama girip biri kalk biri kalkma sakın diye odama giriyo kkdkdkdmdjjdkdjdjdjdj
NOT,NOT,sizinle konusurken sohbet surekli kitleniyorsa bilin ki tutukluk yapmisimdir cunku hoslanmisimdir ve rezil olmak istemedigim icin ne diyecegimi secmeye calisiyorumdur surekli..
NOT,NOT,@USER Bu ülkede kimsenin ezanı ıslıklayacağı bir düşüncesinin olacağına inanmıyorum. Ayrıca taksimde polis müdahele edince polisi ıslıklarken ezan okundu. Bunu ezanı ıslıkladılar şeklinde servis etmek bir müslümana yakışmaz iftira yakışmaz
NOT,NOT,@USER futbol da çok önemli ama biz hepimiz sizin nasıl bu kadar başarılı bir şekilde kilo verdiğinizi merak ediyoruz.   Bize sırrınızı söyler misiniz?
OFF,NOT,Bu arada bir futbolcuyu karsilamaya giden takim farketmeksizin agir maldir :d
NOT,NOT,milletimiz tamam dersedeki millet kendine oy verenleri kapsıyor
OFF,NOT,@USER @USER Edep falan kalmamış dostum. Anne bu şekildeyken ileride yavrucağı düşün birde.
NOT,NOT,@USER 😂😂😂      Zılgıtta çektiniz mi kardeşim      Bir de Antepliler gibi yah yah yaaaaah da deyiniz       Şiir mevzuna gelince   Döncem ben size 😉
OFF,NOT,Sevgilimden gizliyim düzgün seviyeli insanlar karşılıklı dm ensest evli ... sadece gerçekler
NOT,NOT,@USER @USER O yüzden barış umuyoruz ve istiyoruz.
NOT,NOT,Aynı hag tag i alt alta kopyala yapıştır yapanlar hiç işr yaramıyor bilginiz olsun #DünyaFakirlerGünü
NOT,NOT,"@USER Bombili’ye bağlandım. Bu keyfi, mutluluğu sayenizde. Çok sağolun."
NOT,NOT,Otobüse bindikten sonra arkamdaki kişi gelmeden koltuğu arkaya doğru yatırdığım doğrudur 😬
NOT,NOT,"Siyah neden gökkuşağında olmak istesin ki , Gece tamamıyla ona aitken.."
NOT,NOT,@USER @USER @USER İşsizim çok bunalimdayim ne olur yardimci olun 900tl kira veriyorum ailevi problemler yaşıyorum çok bunalimdayim ne olur birileri sesimi duysun 40000 tl bankaya borcum var ödeyemiyorum intihar etmeyi düşünüyorum allah rizasi için yardımcı olun ne olur 02541463932
NOT,NOT,@USER guven hocam tolga cıgercı ıs yaparmı fenerde
NOT,NOT,Bu kollanmanın sebebi niye iyi biliyoruz haftaya doğranacaklar buda sus payı 🤫🤭
NOT,NOT,#YeşilayHaftası kutlu olsun sigara kullanmıyorum ama pasif içici de olmak istemiyorum
NOT,NOT,"geceyi ""başıma neler geldi sana diyemedim"" diyerek bitiriyorum iyi geceler"
OFF,NOT,@USER @USER @USER @USER @USER Evladım biz burada acı çekiyoruz ... Öldük öldük ..aferdersiniz ama bi tarafımızdan terler boşaldı ..😂😂😍😍
NOT,NOT,Muharrem İnce adaysa 2023’te sandığa gitmiyoruz demek 🤷‍♂️ ona Oy vermediğimizi CHP genel merkezinin anlaması için kaç seçim kaybetmesi gerek?
NOT,NOT,@USER Amin inşallah uyursun güzel şeyler düşün
NOT,NOT,"@USER Eller çatlamadan olmaz ☺️   Dayak ye , ama yemek yeme..."
NOT,NOT,nine sen yaşa ben öleyim senin yerine
NOT,NOT,'@USER @USER Sizin derdiniz yaniniza gelen hal hatir soran bir insan..peki siz Tr deki kac arkadasi arayip soruyorsunuz? Hapiste bulunan kac kisiye ''dostum merak etme Allah var hesap var moralini bozma'' diye destek olabildiniz? Bence ondan once buna kafa yorun.Onlarin sizden daha cok ihtiyaci'
NOT,NOT,"@USER @USER Sükütü edep ederim, sizden bir kitap temenni ederim."
NOT,NOT,"""Çocukları ürkütülmüş bir dünyanın denizi mavi olsa ne olur olmasa ne olur..."""
NOT,NOT,'@USER @USER Baya beklediler Reyes''ten kötüsünü bulabilir miyiz diye sonunda buldular'
NOT,NOT,Bu sene memlekete gidemeyenler için özel çekim yaptım..😀
OFF,OFF,amk photocardi aldiktan sonra albumu firlatirken ben
NOT,NOT,@USER Bebek buna benzemezse seni kescem
NOT,NOT,@USER Allah seni taş etsin kuzu
NOT,OFF,"CHP ye daha farklı bir figür lazım İnce değil, partinin beceriksiz görüntüsünü, kaos görüntüsünü ortadan kaldıracak, bilgisiyle,otoritesiyle bu ülkeyi en iyi ben yönetirim imajı verecek birisi lazım. #Haberdir"
NOT,NOT,Bu cüneyt çakırın yüzünden oruçlar gitti
NOT,NOT,@USER Şaşı oldum yine de göremedim😂
NOT,NOT,"@USER Haklısınız Sn. Halaçoğlu. Gerçekleri kabullenip öyle önlem almalı, başarı öyle gelir."
OFF,NOT,@USER @USER Artık böyle insanlar ilgili büyük yaptırımlar istiyoruz allah bu ve bunun gibi insanları kahretsin @USER
NOT,NOT,Sinan Gümüş her hafta GS 11’inde. Cocu da geldiğinde Sinan’ı beğendiğini söylemişti. Devre arası FB için çok iyi transfer olur!
NOT,NOT,canım iconum seni çok özlemişim
NOT,NOT,sıfırdan sonsuza problemler kitabını alıp çözenler var mı
NOT,NOT,Heryer turist yer sorucak insan kalmamışş
OFF,NOT,@USER Ülkede adam akıllı bişe olmuyorki hergun  yeni zamlar çocuk kacırmalar tecavuz olayları ihale yolsuzlukları tren kazaları Allah sonumuzu  hayırlı kılsın. Sözde büyüyen Türkiye 🤣
NOT,NOT,BAZI ZAFERLER SONSUZA DEK KUTLANIR.   Bazen zaferler bir ülkenin kaderini belirler mustafa kemal atatürk ve kahraman milletimizin açtığı zafer yolunda medeniyet içinde ilerlemeye devam ediyoruz. zafer bayramınız kutlu olsun....   #30AğustosZaferBayramı
NOT,NOT,"Bi şeye üzüldüm mü çok üzülüyorum, takıyorum."
NOT,NOT,Sokak hayvanlarının mama kabını doldurmak ister misin? #BuMamaBenden desen yeter! 😊 @USER
NOT,NOT,"Yalanlarla bir yere gidebilirsin, fakat asla geri dönemezsin."
NOT,NOT,Sevgili @USER almış olduğum Leyla İle Mecnun kitabı imzasız gelmiştir. Ön siparişle imzalı olarak bekliyordum. @USER bey bir yanlışlık olabilirmi? @USER sıkılıp imzasız mı gönderdi acaba? Geri dönüşünüzü ivedilikle rica ederim.
NOT,NOT,@USER tanrıya tek bir dua ettim düşmanlarımı komik duruma düşür o da kabul etti
NOT,NOT,"Hizmet sektöründe calısanların ""efendim"" diyerek hitap etmesi sizi de çok rahatsız etmiyor mu?☹"
NOT,NOT,Her mesaj geldiğinde seni misin diye bakmanın adıydı çaresizlik..
OFF,OFF,@USER @USER Bunu öve öve bitiremeyen sen değil miydin amk
NOT,NOT,@USER @USER ablacım size çok üzülüyoruz lütfen artık kendinizi harap etmeyiniz bu demek değil mücadeleden vazgeçilsin sorumlular ceza alıncaya dek bu kaza unutturulmamalı ama bu görevi güvendiğiz başkaları üstlensin acınızı tazelemeyin hergün
OFF,NOT,Hayatimda bu kadar bencil bir topluluk görmedim. Her hareketi cinsiyetçi algılıyorlar :Ddd
NOT,NOT,"Bugün yds sınavına girdim sınavda en çok, sınav silgisini jelatininden çıkartırken zorlandım. Onun haricinde sınavla ilgili bi bilgim yoktu zaten 🙄"
NOT,NOT,'HERKESE HAYIRLI AKŞAMLAR ŞİFA HASTANESİ''NDE ÇALIŞMIŞ HEMŞİRE VARMI ARAMIZDA?'
OFF,NOT,@USER Aaaa Balık. Hiç sevmem aşırı duygusal sümüklü balıkları. Ben koçum ne işim olur balıkla. 😂😂😂
OFF,NOT,@USER şu yalakaliga bir son verin biraz onurlu olun
NOT,NOT,Daha dün annemizin kollarında yaşarken çiçekli bahçemizin yollarında koşarken şimdi muhatap olduğumuz konulara bak.
OFF,NOT,@USER @USER Bunun beynine biri tecavüz mu etmiş acaba..
NOT,NOT,@USER Ömrümde 50 Vakit Namaz Kıldım Diyordu Bu Hesap Yine Tutmadı;) Bir Yılda 54 Cuma Namazı Varsa Diğer Seneler Nereye Gitti Acaba😂😂
NOT,NOT,"Tramvay ve metrolar 24 saat ulaşım sağlamalı. En azından cuma, cumartesi ve pazar günleri için düşünülebilir. @USER @USER @USER @USER"
OFF,NOT,Hayat işte sahteside kahpeside var.İşi düşen şirinleri işi biten gargameli oynuyor.
NOT,NOT,Gitme gitme gitme kal bu şehirde   Gitme gitme yazık olur bize       #BanaKalDe
NOT,NOT,@USER Yaa hocam gerçekten mi😊🤭 ben de sevindim valla 😊 memleketlimi buldum 🤭😁   #60BinÖğretmenAtansın
NOT,NOT,"Avrupa standartlarında çalışmak ve maaş almak,   Finlandiya modeli Oy kullanmak istiyorum!..   #EYTyeterDiyor! #EYTyeRevamıBu? #EytAlınTerindenVazGeçmez!..      @USER @USER    @USER @USER @USER @USER    @USER @USER @USER"
NOT,NOT,#575BinSaglıkçıAtamaBekliyor 9 aydır bekliyoruz bir müjde de bize verin sayın devlet büyüklerimiz Sn @USER  @USER  @USER
NOT,NOT,@USER @USER sabaha hortlar uyuyo simdi avskdbj
NOT,NOT,Sizin bize yaptıklarınızı biz size yapsak 2 dakka bile dayanamazsınız
NOT,NOT,"@USER Aç insanları doyurmak, çocukları sevindirmek, birilerini giydirmek varken ; insanların hunharca et kesip buzluga koyma çabasını ben anlayamıyorum ne yazık ki.."
NOT,NOT,@USER Sabırsızlıkla bekliyoruz hepinizi seviyoruz tüm oyunculara başarılar diliyoruz tabikide herşey çok güzel olacak yeni dizimiz @USER memleketimiz adanamıza yakışacak bende adanada ailemle beraber yaşıyorum tüm adanalılar olarak severek izleyeceğiz @USER
NOT,NOT,Tek iken güzel insanlar neden kalabalıkta çirkinleşiyorlar ?
NOT,NOT,Gece dağıttıktan sonra sabah kalkıp videoları kahkahayla izlemek😈
NOT,NOT,günaydın şiddetli bir depreme uyandık manitüm diyo ki gözümün içinde at var bırak beni uyucam
NOT,NOT,üzgünüm düzgün davranılmak istediğim için
NOT,NOT,psycho hakkında konuşmaya bile gerek yok zaten.......😭
NOT,NOT,Allahım fragmana geeel bu nasıl fragman elim ayağım titredi beeee 🔥 🔥🤩😎 👊 #Çukur
NOT,NOT,Manyağın biri eline silahı alıp 4 cana kıyacak ve en iyi ihtimalle alacağı AĞIRLAŞTIRILMIŞ MÜEBBET ile ceza evinde yaşamaya devam edecek. İdam için AMA YAŞAM HAKKI diyenler ölenlerin yaşam hakkı için ne diyecekler. Canileri bile idam edemiyoruz neden YAŞAM HAKKI varmış...
NOT,NOT,Hissettirmeden bi şeyler yapmaya çalışmak en zor becerdiğim şey galiba
OFF,NOT,@USER Seni olduğun gibi kabul edemeyecek kadar bilgi birikimliler   Keyfine bak...
OFF,NOT,@USER Sen bu twitle cehennemi çoktan hakettin. Sadece şu tvitine seni benzin deposuna atar cehennemin ben olurum kahpe evladı!!!
NOT,NOT,@USER Bende istiyorum askim bu fantaziyi
NOT,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Her şeyin sonu var ama #MUSTAFA KEMAL ATATÜRK#ün sonu yok.bunu öğrenin artık.
OFF,NOT,"Hiç hak etmediğimiz şeyleri yaşattılar, affedene yazıklar olsun.."
NOT,NOT,@USER Ben çok sık şehir dışına çıkıyorum 2-3 günlük. Kıskandığı için saldırıyor dedi. Genelde ben eve döndüğümde saldırırdı. 4 aydır durup dururken saldırıyor ve buna bi çözüm bulamadı hormon testi de yaptırdık
NOT,NOT,ceza evi savcısının çalışmasındaki yazışmalar veya ceza evi savcısının sicili ile ilerleyip ülke ve ülkelere komplolar yaparak ülke vatandaşlarını savaş ve para kaçakcılıklarından aklanıp savaş mağdurluğuna ilerletmektedirler
OFF,NOT,@USER Bir acayip iş küfür heryerde imanı tanır müslümanda öyle degil aldanıp şaşıra biliyor hiçbir küfür ehli iman sahibi birinin heykelini dikmez onu alkışlamaz ölçü belli küfür ehli nekadar saklasada ne kadar demokrasiden eşitlikten dem vursada iman ehlinin yararına iş yapmaz söyler
NOT,NOT,Fhk dizi final olursa;benim iyiki tanıdığım dediğim oyunculardan birisi @USER çünkü seyirciye olan saygısı ve oynadığı her sahneyi devleştiriyo kendisini bi ayrı seviyorum #yağhaz
NOT,NOT,@USER Nedense hep bunlar sizin başıniza geliyor bende yedim 70 80  tahane midye 2 3 de Yarim uzay yedim enfes....
NOT,NOT,'şimdi şöyle ki okuldan 3.30''da çıkıyorum ve bugün 5''te kursum vardı eve geldim üzerimi falan değiştirdim kısacık bir vaktim vardı instagrama gireyim dedim bir baktım HOSEOK HAZRETLERİMİZİN şarkısı çıkmış 2 saniyelik şok geçirdim falan filan işte siteyede yenice geldim'
NOT,NOT,@USER Ama Galatasaraydan da kuruşu kuruşuna parasını falasıyla aldı. Orucun yanında bir de zekat vereydi iyiydi.
OFF,NOT,Reise oy verenlerde senin taaaaa
NOT,NOT,Diyeti bozmak için tehlikeli saatler🤦🏻‍♀️
NOT,NOT,"""Bir gülüşün denize kıyısı olabileceğini sen öğrettin bana, ben şimdi nasıl gemileri yakayım ?"""
OFF,OFF,Beyler eziyoruz iyi hoşta lensin amına koyucam artık koş topu kaptırdan başka bi sike yaramıyor
NOT,NOT,"'@USER @USER Tabi ya..Siz 100 yıldır yatın.15 Yılda Erdoğan uzay işini de,denizi de ,madeni de,yolları tünelleri köprüleri de,Altını da ,Akdeniz''i de.Yerli silahları uçakları tankları toplarıda vs. hepsini yapıversin..100 yıldır heykel yerine bunların bir kaç tanesini becer seydiniz.'"
NOT,NOT,@USER Üyeleriniz olarak arkanızdayız başkanım hakkımız olan zam oranlarıno bekliyoruz
NOT,NOT,Lan kimin önde olduğuna nasıl bakıcaz?      #MPN #Directioners #OneDirection @USER
NOT,NOT,Evet sıkılınca dişlerimin tellerini koparıyorum.doktoruma tatil dönüşü iş çıkarayım da ağzından burnundan getireyim olmaz mı?
OFF,NOT,"Siz ey Müslümanlar! Suskun ve aciz, helak olmuş ölüler!..   Hâlâ kalpleriniz sızlamıyor mu, başımıza gelen bu acı felaketler karşısında?.   Şeyh Ahmed Yasin"
NOT,NOT,@USER Bizim yıkılışlarımıza karakter mi yeter yasmin alslslkdkdkdşd
NOT,NOT,"@USER #kurbankatliamdır hayvan cesedi veya insan cesedi yemek ,ceset yemek katliama yol açar."
NOT,NOT,@USER 🌸  #tarımbakanlığıatamabekliyor 🌸    Sağlıklı gıda üretimi için Gıda Mühendisi istihdam edilsin. @USER @USER @USER   #5bingidamuhendisi @USER @USER
NOT,NOT,@USER Gölgelerin balığı çok saçma oldu sçqisöwlw
NOT,NOT,Kırıp dökme isteği uyandırıyor duyduğum her yalan
NOT,NOT,@USER Mesaj atmadığın her dakika mesaj atan diğer hanımefendiye kocaman bir fırsat verdiğinin farkında mısın
NOT,NOT,"Askerliğini yeni bitirmiş biri olarak diyorumki;   Mob atıp,mıntıka yapmaktansa isteyenleri bedelli yapmak ülkeye daha faydalıdır.500 bin eğitimsiz er gideceğine 25 bin uzman gitmesi daha faydalıdır..      #BedelliAskerlikGeliyor"
NOT,NOT,Hava soğuk  bankta oturmuş şehri dinliyorum.
NOT,NOT,Güzel bir haber bekliyorum konu sağlık. O haber gelirse siz takipçilerimin göbüşlerini ısıracak kadar sevineceğim. İyi dilek ve dualarınızı bekliyorum.
OFF,NOT,Beni niye çağırmadın diye soru mu olur. Gelme diye.
NOT,NOT,@USER @USER Aynen katılıyorum tamamen kapalı olsa süper olacak 😑 bende de aynı durum engelli listesi 1000 kişi oldu 😒
NOT,NOT,"Çok garip. Her zaman doğru kelimeleri söylüyor, doğru şeyleri yapıyorsun ama sonuç yine de yanlış oluyor."
NOT,NOT,"Öğrendiğim en önemli şeylerden biri de şu; Ne yapmış olursan ol, ne  hissetmiş, kimi sevmiş olursan ol, arkasında dur.Korkularının bile  arkasında dur.Göğsünü gere gere, elini masaya vura vura.Gerekirse yak  ortalığı. Çünkü bunlar seni sen yapan şeyler. Kendinin arkasında dur."
NOT,NOT,Thanks to kısmı beni her defasında soft bot yapıyor
NOT,NOT,"Hayran olduğum insanların ortak özelliği yaşamnda gerçekten hayranlık uyandıracak derecde yaratıcı, dezavantajları avantaja çevirebilen bi zekaya sahip, yaşadıkları zorlukları hayatlarnda bi engel gibi değil onları başarıya götüren büyük bi güç olark görebilen insanlar olmaları."
NOT,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Allah razı olsun Mustafa teşekkür ediyorum 🇹🇷
NOT,NOT,@USER Ere velle vardı ya hade ellerinden öperim saygılar sevgiler abeme u şev baş
NOT,NOT,'@USER Binali Bey lütfen 23 Haz.da oyunuzu Ekrem İmamoğlu''na verin de yorulmayın bu kadar artık.'
NOT,NOT,Mehtaba karşı uzanalım eski köprünün altında kimseler bilmesin kimseler duymasınnnn
NOT,NOT,"babaannem tam bir çerkes kadınıydı. duruşuyla, gülüşüyle, cümleleriyle bize hep bir şeyler anlatırdı. apartmanlarda kapının önüne çöp konur ya, babaannem ayıp olur diye hep bize attırırdı. bi defasında kapıda karşılaştık, görevliden utana sıkıla ekmek istediğine tanık oldum"
NOT,NOT,@USER ne bileyim iste kendine iskence etme 1-2 ay soğan kürü yaparsın diğer ay ilaç alırsın filan ben usenince öyle yapiom...
NOT,NOT,'@USER Bi de adam çıkıp maç sonu kagawa''yi gömdü.. şenol bazı oyuncularla iyo anlaşıyor ama bazı futbolcuları da kolayca yiyor'
OFF,NOT,Şenol Güneş ve Fikret Orman... kişisel egolarınız yüzünden Nisanda şampiyon olmamız gereken sezonu çöp ettiniz
NOT,NOT,@USER Belli 12 den önce uyanmıyorsun emeklisin galiba:)
NOT,NOT,HAYATINA TESADÜFEN GİREN İNSANIN SENİ MUTLU ETMESİ KADAR GÜZEL BİR ŞEY YOK
NOT,NOT,@USER @USER @USER @USER Sen böyle diyorsun üstad sizinkiler maç tekrarlanacak yoksa takipçisiyiz diyorlar. Tekrarlanmaz ilk baskı Altay’a olsa eyvallah ama stoperinizin hatası.
NOT,NOT,'@USER Bursaspor'' un Genç Kaptanı   @USER  Bursaspor'' un Gururu . @USER da başarılar yolunuz açık olsun .'
NOT,NOT,"@USER Gelecek ile ilgili detaylı planlar yaparak şahsen :) bir konuya rahat yoğunlaşabiliyorum diğer türlü öyle mi? Sürekli benle ilgilen, ara, mesaj at vs vs bunların hiç biri yoh 👊🏻😎"
NOT,NOT,@USER @USER Büyüğü efendi de küçüğü biraz şey..
NOT,NOT,dedikodu dedikodu heryer dedikodu 🤔 herşey şaibeli olunca kaçınılmaz tabiki
NOT,NOT,Kafa geldi gol geldi! Kafana sağlık.
NOT,NOT,ya nası bebekten daha tatlı olursun ÇILDITCAM
NOT,NOT,@USER Jfkddjkskd Percy Jackson üstüne School 2013 mü... Gerçekten de bizden romantiği mezarda
NOT,NOT,bayan müşahadeye bi kaç kilo çilek rica ediyorum
NOT,NOT,@USER Oleyyyyyyy sende bizdensin    Fakir ama gururlu aşk yok tasa kaygi yok para yok aşk yok. Dümdüz yaşamak coooook güzel       Önce sağlık saglik olmayınca imanın şartlarını yerine getiremezsin  tam olarak    Sonra iman    Sonra para    Sonra aşk
NOT,NOT,@USER Biraz öyle oldu canımaşkım ncjsjxdjf
NOT,NOT,Nasıl da pişman ettirdiler ama dediğimizee
NOT,NOT,Güneş sanıp gözlerini gök kuşağı bekler oldum.   Aşk değil desem yalan olur.       #onurcanözcan
NOT,NOT,Hayatımı nerede kuracağımı her düşündüğümde Bursa ve İzmir seçenekleri arasında boğuluyor oluşum.....
NOT,NOT,Bir flörte daha reis gral diye hitap edersem evde kalıcam
NOT,NOT,@USER Ünvan/marka neden akılda kalıcı birşey değil.
NOT,NOT,@USER Berkay denen kişiye ceza yokmu nerde adalet
NOT,NOT,Muharrem ince chp parti merkezini basmış çekilmesi an meselesi.
NOT,NOT,"Adli Sosyal Hizmet; çocuk ve yetişkin faillerle ve suçların mağdurları ile çalışan politika, uygulama, yasalar ve cezalar ile ilgilenen bir alandır.  @USER @USER @USER  @USER #Adalete4000sosyalçalışmacı"
NOT,NOT,herkesin her şeyi rahat ve karaktersizce yapabildiğine o kadar çok şahit oldum ki kimse için bana bundan zarar gelmez diyecek kadar güvenemiyorum kimseye.
OFF,NOT,@USER @USER @USER real madridden nefret ediyorum. o zaman sövmüştüm ama su an haz alıyorum haketmiş bu balon
NOT,NOT,@USER @USER varsa ve gerçekleşirse çok iyi olur
NOT,NOT,Aman sen yalnız uç hatta daha yüksekten ama paraşütsüz
NOT,NOT,@USER Dikkat ettim de @USER bu durumu kaale bile almamış.    Türkiyede olsa almanyadan yardım kampanyası başlatırlardı.
